anr,datum,titel_kurz_d,titel_kurz_f,titel_kurz_e,titel_off_d,titel_off_f,stichwort,swissvoteslink,anzahl,rechtsform,init_formul,kurzbetitel,anneepolitique,bkchrono-de,bkchrono-fr,d1e1,d1e2,d1e3,d2e1,d2e2,d2e3,d3e1,d3e2,d3e3,dep,br-pos,legislatur,legisjahr,gesch_nr,entwurf_nr,curiavista-de,curiavista-fr,pa-iv,bv-pos,nr-pos,nrja,nrnein,sr-pos,srja,srnein,dat-preexam,dat-start,dat-limit,sammelfrist,unter-quorum,dat-submit,dat-success,dat-message,dat-parl,dat-force,dauer_bv,dauer_abst,i-dauer_tot,i-dauer_samm,i-dauer_br,fr-dauer_samm,fr-dauer_tot,unter_g,unter_u,sammeltempo,sparedays,urheber,urheber-fr,info_br-de,info_br-fr,info_br-en,info_dep-de,info_dep-fr,info_dep-en,info_amt-de,info_amt-fr,info_amt-en,easyvideo_de,easyvideo_fr,web-yes-1-de,web-yes-1-fr,web-yes-2-de,web-yes-2-fr,web-yes-3-de,web-yes-3-fr,web-no-1-de,web-no-1-fr,web-no-2-de,web-no-2-fr,web-no-3-de,web-no-3-fr,p-fdp,p-sps,p-svp,p-mitte,p-evp,p-gps,p-glp,p-pda,p-sd,p-edu,p-fps,p-lega,p-kvp,p-mcg,p-ucsp,p-cvp,p-bdp,p-lps,p-ldu,p-poch,p-rep,p-eco,p-sgv,p-sbv,p-sgb,p-travs,p-sav,p-vsa,p-vpod,p-voev,p-tcs,p-vcs,p-acs,p-sbk,p-ssv,p-gem,p-kdk,p-kkjpd,p-gdk,p-ldk,p-vdk,p-sodk,p-endk,p-fdk,p-edk,p-bpuk,p-others_yes,p-others_yes-fr,p-others_no,p-others_no-fr,p-others_free,p-others_free-fr,p-others_counterp,p-others_counterp-fr,p-others_init,p-others_init-fr,pdev-bdp_AG,pdev-bdp_AI,pdev-bdp_AR,pdev-bdp_BE,pdev-bdp_BL,pdev-bdp_BS,pdev-bdp_FR,pdev-bdp_GE,pdev-bdp_GL,pdev-bdp_GR,pdev-bdp_JU,pdev-bdp_LU,pdev-bdp_NE,pdev-bdp_NW,pdev-bdp_OW,pdev-bdp_SG,pdev-bdp_SH,pdev-bdp_SO,pdev-bdp_SZ,pdev-bdp_TG,pdev-bdp_TI,pdev-bdp_UR,pdev-bdp_VD,pdev-bdp_VS,pdev-bdp_VSr,pdev-bdp_VSo,pdev-bdp_ZG,pdev-bdp_ZH,pdev-jbdp_CH,pdev-cvp_frauen,pdev-cvp_AG,pdev-cvp_AI,pdev-cvp_AR,pdev-cvp_BE,pdev-cvp_BL,pdev-cvp_BS,pdev-cvp_FR,pdev-cvp_GE,pdev-cvp_GL,pdev-cvp_GR,pdev-cvp_JU,pdev-cvp_LU,pdev-cvp_NE,pdev-cvp_NW,pdev-cvp_OW,pdev-cvp_SG,pdev-cvp_SH,pdev-cvp_SO,pdev-cvp_SZ,pdev-cvp_TG,pdev-cvp_TI,pdev-cvp_UR,pdev-cvp_VD,pdev-cvp_VS,pdev-cvp_VSr,pdev-cvp_VSo,pdev-cvp_ZG,pdev-cvp_ZH,pdev-jcvp_CH,pdev-jcvp_AG,pdev-jcvp_BE,pdev-jcvp_GR,pdev-jcvp_LU,pdev-jcvp_SO,pdev-jcvp_ZH,pdev-fdp_Frauen,pdev-fdp_AG,pdev-fdp_AI,pdev-fdp_AR,pdev-fdp_BE,pdev-fdp_BL,pdev-fdp_BS,pdev-fdp_FR,pdev-fdp_GE,pdev-fdp_GL,pdev-fdp_GR,pdev-fdp_JU,pdev-fdp_LU,pdev-fdp_NE,pdev-fdp_NW,pdev-fdp_OW,pdev-fdp_SG,pdev-fdp_SH,pdev-fdp_SO,pdev-fdp_SZ,pdev-fdp_TG,pdev-fdp_TI,pdev-fdp_UR,pdev-fdp_VD,pdev-fdp_VS,pdev-fdp_VSr,pdev-fdp_Vso,pdev-fdp_ZG,pdev-fdp_ZH,pdev-jfdp_CH,pdev-jfdp_AG,pdev-jfdp_BL,pdev-jfdp_FR,pdev-jfdp_GR,pdev-jfdp_JU,pdev-jfdp_LU,pdev-jfdp_SH,pdev-jfdp_TI,pdev-jfdp_VD,pdev-jfdp_ZH,pdev-glp_AG,pdev-glp_AI,pdev-glp_AR,pdev-glp_BE,pdev-glp_BL,pdev-glp_BS,pdev-glp_FR,pdev-glp_GE,pdev-glp_GL,pdev-glp_GR,pdev-glp_JU,pdev-glp_LU,pdev-glp_NE,pdev-glp_NW,pdev-glp_OW,pdev-glp_SG,pdev-glp_SH,pdev-glp_SO,pdev-glp_SZ,pdev-glp_TG,pdev-glp_TI,pdev-glp_UR,pdev-glp_VD,pdev-glp_VS,pdev-glp_VSr,pdev-glp_VSo,pdev-glp_ZG,pdev-glp_ZH,pdev-jglp_CH,pdev-gps_AG,pdev-gps_AI,pdev-gps_AR,pdev-gps_BE,pdev-gps_BL,pdev-gps_BS,pdev-gps_FR,pdev-gps_GE,pdev-gps_GL,pdev-gps_GR,pdev-gps_JU,pdev-gps_LU,pdev-gps_NE,pdev-gps_NW,pdev-gps_OW,pdev-gps_SG,pdev-gps_SH,pdev-gps_SO,pdev-gps_SZ,pdev-gps_TG,pdev-gps_TI,pdev-gps_UR,pdev-gps_VD,pdev-gps_VS,pdev-gps_VSr,pdev-gps_VSo,pdev-gps_ZG,pdev-gps_ZH,pdev-jgps_CH,pdev-mitte_frauen,pdev-mitte_AG,pdev-mitte_AI,pdev-mitte_AR,pdev-mitte_BE,pdev-mitte_BL,pdev-mitte_BS,pdev-mitte_FR,pdev-mitte_GE,pdev-mitte_GL,pdev-mitte_GR,pdev-mitte_JU,pdev-mitte_LU,pdev-mitte_NE,pdev-mitte_NW,pdev-mitte_OW,pdev-mitte_SG,pdev-mitte_SH,pdev-mitte_SO,pdev-mitte_SZ,pdev-mitte_TG,pdev-mitte_TI,pdev-mitte_UR,pdev-mitte_VD,pdev-mitte_VS,pdev-mitte_VSr,pdev-mitte_VSo,pdev-mitte_ZG,pdev-mitte_ZH,pdev-jmitte_CH,pdev-jmitte_AG,pdev-jmitte_AI,pdev-jmitte_AR,pdev-jmitte_BE,pdev-jmitte_BL,pdev-jmitte_BS,pdev-jmitte_FR,pdev-jmitte_GE,pdev-jmitte_GL,pdev-jmitte_GR,pdev-jmitte_JU,pdev-jmitte_LU,pdev-jmitte_NE,pdev-jmitte_NW,pdev-jmitte_OW,pdev-jmitte_SG,pdev-jmitte_SH,pdev-jmitte_SO,pdev-jmitte_SZ,pdev-jmitte_TG,pdev-jmitte_TI,pdev-jmitte_UR,pdev-jmitte_VD,pdev-jmitte_VS,pdev-jmitte_VSr,pdev-jmitte_VSo,pdev-jmitte_ZG,pdev-jmitte_ZH,pdev-sps_AG,pdev-sps_AI,pdev-sps_AR,pdev-sps_BE,pdev-sps_BL,pdev-sps_BS,pdev-sps_FR,pdev-sps_GE,pdev-sps_GL,pdev-sps_GR,pdev-sps_JU,pdev-sps_LU,pdev-sps_NE,pdev-sps_NW,pdev-sps_OW,pdev-sps_SG,pdev-sps_SH,pdev-sps_SO,pdev-sps_SZ,pdev-sps_TG,pdev-sps_TI,pdev-sps_UR,pdev-sps_VD,pdev-sps_VS,pdev-sps_VSr,pdev-sps_VSo,pdev-sps_ZG,pdev-sps_ZH,pdev-juso_CH,pdev-juso_BE,pdev-juso_GE,pdev-juso_JU,pdev-juso_TI,pdev-juso_VS,pdev-juso_ZH,pdev-svp_AG,pdev-svp_AI,pdev-svp_AR,pdev-svp_BE,pdev-svp_BL,pdev-svp_BS,pdev-svp_FR,pdev-svp_GE,pdev-svp_GL,pdev-svp_GR,pdev-svp_JU,pdev-svp_LU,pdev-svp_NE,pdev-svp_NW,pdev-svp_OW,pdev-svp_SG,pdev-svp_SH,pdev-svp_SO,pdev-svp_SZ,pdev-svp_TG,pdev-svp_TI,pdev-svp_UR,pdev-svp_VD,pdev-svp_VS,pdev-svp_VSr,pdev-svp_VSo,pdev-svp_ZG,pdev-svp_ZH,pdev-jsvp_CH,pdev-jsvp_AG,pdev-jsvp_BE,pdev-jsvp_GE,pdev-jsvp_SH,pdev-jsvp_UR,pdev-jsvp_ZH,pdev-csp_FR,pdev-csp_GR,pdev-csp_JU,pdev-csp_LU,pdev-csp_OW,pdev-csp_SG,pdev-csp_VS,pdev-csp_VSr,pdev-csp_VSo,pdev-csp_ZH,pdev-edu_AG,pdev-edu_AI,pdev-edu_AR,pdev-edu_BE,pdev-edu_BL,pdev-edu_BS,pdev-edu_FR,pdev-edu_GE,pdev-edu_GL,pdev-edu_GR,pdev-edu_JU,pdev-edu_LU,pdev-edu_NE,pdev-edu_NW,pdev-edu_OW,pdev-edu_SG,pdev-edu_SH,pdev-edu_SO,pdev-edu_SZ,pdev-edu_TG,pdev-edu_TI,pdev-edu_UR,pdev-edu_VD,pdev-edu_VS,pdev-edu_VSr,pdev-edu_VSo,pdev-edu_ZG,pdev-edu_ZH,pdev-evp_AG,pdev-evp_AI,pdev-evp_AR,pdev-evp_BE,pdev-evp_BL,pdev-evp_BS,pdev-evp_FR,pdev-evp_GE,pdev-evp_GL,pdev-evp_GR,pdev-evp_JU,pdev-evp_LU,pdev-evp_NE,pdev-evp_NW,pdev-evp_OW,pdev-evp_SG,pdev-evp_SH,pdev-evp_SO,pdev-evp_SZ,pdev-evp_TG,pdev-evp_TI,pdev-evp_UR,pdev-evp_VD,pdev-evp_VS,pdev-evp_ZG,pdev-evp_ZH,pdev-jevp_CH,pdev-fps_AG,pdev-fps_AI,pdev-fps_BE,pdev-fps_BL,pdev-fps_BS,pdev-fps_SG,pdev-fps_SH,pdev-fps_SO,pdev-fps_TG,pdev-fps_ZH,pdev-kvp_SG,pdev-lps_BE,pdev-lps_BL,pdev-lps_BS,pdev-lps_FR,pdev-lps_GE,pdev-lps_JU,pdev-lps_NE,pdev-lps_SG,pdev-lps_TI,pdev-lps_VD,pdev-lps_VS,pdev-lps_ZH,pdev-jlps_CH,pdev-jlps_SO,pdev-jlps_TI,pdev-ldu_AG,pdev-ldu_AR,pdev-ldu_BE,pdev-ldu_BL,pdev-ldu_BS,pdev-ldu_GR,pdev-ldu_LU,pdev-ldu_NE,pdev-ldu_SG,pdev-ldu_SH,pdev-ldu_SO,pdev-ldu_TG,pdev-ldu_VD,pdev-ldu_ZG,pdev-ldu_ZH,pdev-jldu_CH,pdev-poch_SO,pdev-poch_ZH,pdev-pda_BE,pdev-pda_BL,pdev-pda_BS,pdev-pda_GE,pdev-pda_JU,pdev-pda_NE,pdev-pda_SG,pdev-pda_TI,pdev-pda_VD,pdev-pda_ZH,pdev-jpda_CH,pdev-rep_AG,pdev-rep_GE,pdev-rep_NE,pdev-rep_TG,pdev-rep_VD,pdev-rep_ZH,pdev-sd_AG,pdev-sd_BE,pdev-sd_BL,pdev-sd_BS,pdev-sd_FR,pdev-sd_GE,pdev-sd_GR,pdev-sd_LU,pdev-sd_NE,pdev-sd_SG,pdev-sd_SO,pdev-sd_TG,pdev-sd_TI,pdev-sd_VD,pdev-sd_ZH,pdev-jsd_CH,pdev-sgb_AG,pdev-sgb_JU,pdev-sgb_VS,pdev-sgv_AG,pdev-sgv_BS,pdev-sgv_SH,pdev-vpod_GE,pdev-vpod_VD,nr-wahl,w-fdp,w-sp,w-svp,w-mitte,w-evp,w-gps,w-glp,w-csp,w-pda,w-sd,w-edu,w-fps,w-lega,w-kvp,w-mcg,w-cvp,w-bdp,w-lps,w-ldu,w-poch,w-rep,w-ubrige,ja-lager,nein-lager,keinepar-summe,leer-summe,freigabe-summe,unbekannt-summe,neutral-summe,poster_ja_mfg,poster_nein_mfg,poster_ja_sa,poster_nein_sa,poster_ja_bs,poster_nein_bs,inserate-total,inserate-je-ausgabe,inserate-ja,inserate-nein,inserate-neutral,inserate-jaanteil,mediares-tot,mediares-d,mediares-f,mediaton-tot,mediaton-d,mediaton-f,finanz-link-de,finanz-link-fr,finanz-ja-tot,finanz-ja-gr-de,finanz-ja-gr-fr,finanz-nein-tot,finanz-nein-gr-de,finanz-nein-gr-fr,volk,stand,annahme,berecht,stimmen,bet,leer,ungultig,gultig,volkja,volknein,volkja-proz,kt-ja,kt-nein,ktjaproz,zh-berecht,zh-stimmen,zh-bet,zh-gultig,zh-ja,zh-nein,zh-japroz,zh-annahme,be-berecht,be-stimmen,be-bet,be-gultig,be-ja,be-nein,be-japroz,be-annahme,lu-berecht,lu-stimmen,lu-bet,lu-gultig,lu-ja,lu-nein,lu-japroz,lu-annahme,ur-berecht,ur-stimmen,ur-bet,ur-gultig,ur-ja,ur-nein,ur-japroz,ur-annahme,sz-berecht,sz-stimmen,sz-bet,sz-gultig,sz-ja,sz-nein,sz-japroz,sz-annahme,ow-berecht,ow-stimmen,ow-bet,ow-gultig,ow-ja,ow-nein,ow-japroz,ow-annahme,nw-berecht,nw-stimmen,nw-bet,nw-gultig,nw-ja,nw-nein,nw-japroz,nw-annahme,gl-berecht,gl-stimmen,gl-bet,gl-gultig,gl-ja,gl-nein,gl-japroz,gl-annahme,zg-berecht,zg-stimmen,zg-bet,zg-gultig,zg-ja,zg-nein,zg-japroz,zg-annahme,fr-berecht,fr-stimmen,fr-bet,fr-gultig,fr-ja,fr-nein,fr-japroz,fr-annahme,so-berecht,so-stimmen,so-bet,so-gultig,so-ja,so-nein,so-japroz,so-annahme,bs-berecht,bs-stimmen,bs-bet,bs-gultig,bs-ja,bs-nein,bs-japroz,bs-annahme,bl-berecht,bl-stimmen,bl-bet,bl-gultig,bl-ja,bl-nein,bl-japroz,bl-annahme,sh-berecht,sh-stimmen,sh-bet,sh-gultig,sh-ja,sh-nein,sh-japroz,sh-annahme,ar-berecht,ar-stimmen,ar-bet,ar-gultig,ar-ja,ar-nein,ar-japroz,ar-annahme,ai-berecht,ai-stimmen,ai-bet,ai-gultig,ai-ja,ai-nein,ai-japroz,ai-annahme,sg-berecht,sg-stimmen,sg-bet,sg-gultig,sg-ja,sg-nein,sg-japroz,sg-annahme,gr-berecht,gr-stimmen,gr-bet,gr-gultig,gr-ja,gr-nein,gr-japroz,gr-annahme,ag-berecht,ag-stimmen,ag-bet,ag-gultig,ag-ja,ag-nein,ag-japroz,ag-annahme,tg-berecht,tg-stimmen,tg-bet,tg-gultig,tg-ja,tg-nein,tg-japroz,tg-annahme,ti-berecht,ti-stimmen,ti-bet,ti-gultig,ti-ja,ti-nein,ti-japroz,ti-annahme,vd-berecht,vd-stimmen,vd-bet,vd-gultig,vd-ja,vd-nein,vd-japroz,vd-annahme,vs-berecht,vs-stimmen,vs-bet,vs-gultig,vs-ja,vs-nein,vs-japroz,vs-annahme,ne-berecht,ne-stimmen,ne-bet,ne-gultig,ne-ja,ne-nein,ne-japroz,ne-annahme,ge-berecht,ge-stimmen,ge-bet,ge-gultig,ge-ja,ge-nein,ge-japroz,ge-annahme,ju-berecht,ju-stimmen,ju-bet,ju-gultig,ju-ja,ju-nein,ju-japroz,ju-annahme,bkresults-de,bkresults-fr,bfsdash-de,bfsdash-fr,bfsdash-en,bfsmap-de,bfsmap-fr,bfsmap-en,nach_cockpit_d,nach_cockpit_f,nach_cockpit_e
191.0,1959-02-01,Einführung des Frauenstimmrechts,Introduction du suffrage féminin,,Bundesbeschluss über die Einführung des Frauenstimm- und -wahlrechts in eidgenössischen Angelegenheiten,Arrêté fédéral sur l'institution du suffrage féminin en matière fédérale,.,https://swissvotes.ch/vote/191.00,1,1,9999," 'Der Staat, das ist der Mann' – Abfuhr für das Frauenstimmrecht",,https://www.bk.admin.ch/ch/d/pore/rf/cr/1958/19580090.html,https://www.bk.admin.ch/ch/f/pore/rf/cr/1958/19580090.html,1,1.4,1.43,10,10.3,10.33,1,1.6,1.62,3,.,35,1955-1959,7338,,,,0,1,1,96,43,1,26,12,0,0,0,0,0,0,0,22.02.1957,13.06.1958,0,476,233,.,.,.,.,.,.,.,0,9999,.,.,,,,,,,,,,.,.,,,,,,,,,,,,,5,1,2,9999,.,9999,9999,1,9999,9999,9999,9999,9999,9999,9999,5,9999,.,1,9999,9999,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1955,23.30,27.02,12.08,.,1.08,.,.,.,2.57,.,.,.,.,.,.,23.17,.,2.22,5.48,.,.,3.09,35.06,12.08,0.00,0.00,46.47,6.39,0.00,https://www.emuseum.ch/objects/224874/ https://www.emuseum.ch/objects/224865/ https://www.emuseum.ch/objects/100551/ https://www.emuseum.ch/objects/117768/ https://www.emuseum.ch/objects/98807/ https://www.emuseum.ch/objects/125665/ https://www.emuseum.ch/objects/224924/ https://www.emuseum.ch/objects/224926/ https://www.emuseum.ch/objects/224869/ https://www.emuseum.ch/objects/224872/ https://www.emuseum.ch/objects/224929/ https://www.emuseum.ch/objects/224866/ https://www.emuseum.ch/objects/224868/,https://www.emuseum.ch/objects/11732/ https://www.emuseum.ch/objects/224927/ https://www.emuseum.ch/objects/98790/,https://www.bild-video-ton.ch/bestand/objekt/Sozarch_F_Pe-0121 https://www.bild-video-ton.ch/bestand/objekt/Sozarch_F_Pe-0288 https://www.bild-video-ton.ch/bestand/objekt/Sozarch_F_Pe-0284,.,https://www.recherche-plakatsammlungbasel.ch/objects/29362/ https://www.recherche-plakatsammlungbasel.ch/objects/29363/ https://www.recherche-plakatsammlungbasel.ch/objects/29820/ https://www.recherche-plakatsammlungbasel.ch/objects/29824/ https://www.recherche-plakatsammlungbasel.ch/objects/29839/ https://www.recherche-plakatsammlungbasel.ch/objects/32368/ https://www.recherche-plakatsammlungbasel.ch/objects/40942/ https://www.recherche-plakatsammlungbasel.ch/objects/46854/ https://www.recherche-plakatsammlungbasel.ch/objects/49085/ https://www.recherche-plakatsammlungbasel.ch/objects/52254/ https://www.recherche-plakatsammlungbasel.ch/objects/26943/ https://www.recherche-plakatsammlungbasel.ch/objects/32327/ https://www.recherche-plakatsammlungbasel.ch/objects/99037/,https://www.recherche-plakatsammlungbasel.ch/objects/29277/ https://www.recherche-plakatsammlungbasel.ch/objects/48228/,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,1480555,987843,66.72,7497,1680,978666.0,323727.0,654939.0,33.08,3.0,19.0,13.64,260027,200537,77.12,198529,71859,126670,36.20,0,254582,158272,62.17,157329,55786,101543,35.46,0,69388,48480,69.87,48228,10294,37934,21.34,0,8717,6204,71.17,6068,885,5183,14.58,0,21136,13860,65.58,13828,1968,11860,14.23,0,6299,3946,62.64,3941,565,3376,14.34,0,5809,4168,71.75,4138,807,3331,19.50,0,10817,7652,70.74,7614,1455,6159,19.11,0,12997,8452,65.03,8433,2046,6387,24.26,0,45749,26866,58.72,26765,7985,18780,29.83,0,55146,38732,70.24,38139,11447,26692,30.01,0,67067,36451,54.35,36385,17013,19372,46.76,0,38050,24025,63.14,23865,8896,14969,37.28,0,17759,15385,86.63,14994,4782,10212,31.89,0,13583,9963,73.35,9801,1517,8284,15.48,0,3600,2171,60.31,2155,105,2050,4.87,0,86796,65082,74.98,64348,12436,51912,19.33,0,37669,25549,67.83,25195,5633,19562,22.36,0,94208,79990,84.91,78744,17919,60825,22.76,0,43478,34186,78.63,33707,6721,26986,19.94,0,51396,29200,56.81,28956,10738,18218,37.08,0,118485,64441,54.39,64183,32929,31254,51.30,1,48986,27155,55.43,27001,8242,18759,30.52,0,41757,26897,64.41,26713,13938,12775,52.18,1,67054,30179,45.01,29607,17761,11846,59.99,1,.,.,.,.,.,.,.,.,https://www.bk.admin.ch/ch/d/pore/va/19590201/det191.html,https://www.bk.admin.ch/ch/f/pore/va/19590201/det191.html,.,.,.,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2632_de.html,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2632_fr.html,.,.,.,.
224.0,1971-02-07,Einführung des Frauenstimmrechts,Introduction du suffrage féminin,,Bundesbeschluss über die Einführung des Frauenstimm- und Wahlrechts in eidgenössischen Angelegenheiten,Arrêté fédéral sur l'institution du suffrage féminin en matière fédérale,.,https://swissvotes.ch/vote/224.00,1,1,9999,Das Ende der Männerdemokratie,,https://www.bk.admin.ch/ch/d/pore/rf/cr/1970/19700220.html,https://www.bk.admin.ch/ch/f/pore/rf/cr/1970/19700220.html,1,1.4,1.43,10,10.3,10.33,1,1.6,1.62,3,.,38,1967-1971,10476,,https://www.parlament.ch/afs/data/d/gesch/1969/d_gesch_19690476_620.htm,https://www.parlament.ch/afs/data/f/gesch/1969/f_gesch_19690476_620.htm,0,1,1,137,0,1,32,0,0,0,0,0,0,0,0,23.12.1969,09.10.1970,16.03.1971,290,121,.,.,.,.,.,.,.,0,9999,.,.,,,,,,,,,,.,.,,,,,,,,,,,,,1,1,1,9999,1,9999,9999,1,.,9999,9999,9999,9999,9999,9999,1,9999,1,1,9999,9999,.,.,.,1,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1967,23.20,23.53,11.03,.,1.58,.,.,.,2.89,0.63,.,.,.,.,.,22.05,.,2.34,9.05,.,0.17,3.52,95.67,0.00,0.00,0.00,0.00,4.33,.,https://www.emuseum.ch/objects/178129/ https://www.emuseum.ch/objects/62198/ https://www.emuseum.ch/objects/178128/ https://www.emuseum.ch/objects/98810/ https://www.emuseum.ch/objects/100559/ https://www.emuseum.ch/objects/224890/,.,https://www.bild-video-ton.ch/bestand/objekt/Sozarch_F_Ka-0001-159 https://www.bild-video-ton.ch/bestand/objekt/Sozarch_F_Ka-0001-545 https://www.bild-video-ton.ch/bestand/objekt/Sozarch_F_Pb-0002-14 https://www.bild-video-ton.ch/bestand/objekt/Sozarch_F_Ob-0001-058 https://www.bild-video-ton.ch/bestand/objekt/Sozarch_F_Oa-0001-005v https://www.bild-video-ton.ch/bestand/objekt/Sozarch_F_Oa-0001-005 https://www.bild-video-ton.ch/bestand/objekt/Sozarch_F_Pb-0001-023,.,https://www.recherche-plakatsammlungbasel.ch/objects/29682/ https://www.recherche-plakatsammlungbasel.ch/objects/31317/ https://www.recherche-plakatsammlungbasel.ch/objects/43371/ https://www.recherche-plakatsammlungbasel.ch/objects/48160/ https://www.recherche-plakatsammlungbasel.ch/objects/55277/,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1654708,955321,57.73,8600,1730,944991.0,621109.0,323882.0,65.73,15.5,6.5,70.45,290558,181136,62.34,179006,119631,59375,66.83,1,281027,144216,51.32,143510,95466,48044,66.52,1,78768,47343,60.10,46971,29459,17512,62.72,1,9671,6922,71.57,6817,2477,4340,36.34,0,24619,14158,57.51,14081,5945,8136,42.22,0,7057,3581,50.74,3570,1668,1902,46.72,0,7190,4898,68.12,4844,2703,2141,55.80,1,10403,6538,62.85,6515,2692,3823,41.32,0,17121,11344,66.26,11182,6699,4483,59.91,1,51383,27644,53.80,27294,19401,7893,71.08,1,60309,35197,58.36,34361,22030,12331,64.11,1,65572,33593,51.23,33442,27480,5962,82.17,1,53118,26754,50.37,26582,21229,5353,79.86,1,18875,15112,80.06,14548,8252,6296,56.72,1,13496,8820,65.35,8738,3485,5253,39.88,0,3803,1996,52.48,1985,574,1411,28.92,0,97851,58933,60.23,58156,27042,31114,46.50,0,42694,23594,55.26,23302,12778,10524,54.84,1,109855,80102,72.92,78698,39469,39229,50.15,1,45982,30941,67.29,30510,13464,17046,44.13,0,58183,27511,47.28,27246,20527,6719,75.34,1,130872,66767,51.02,66548,55852,10696,83.93,1,57794,30821,53.33,30577,24442,6135,79.94,1,43156,24773,57.40,24631,20205,4426,82.03,1,75552,42619,56.41,41874,38136,3738,91.07,1,.,.,.,.,.,.,.,.,https://www.bk.admin.ch/ch/d/pore/va/19710207/det224.html,https://www.bk.admin.ch/ch/f/pore/va/19710207/det224.html,.,.,.,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2254_de.html,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2254_fr.html,.,.,.,.
