anr,datum,Vote_Title,Keywords,swissvoteslink,anzahl,d1e1,d1e2,d1e3,d2e1,d2e2,d2e3,d3e1,d3e2,d3e3,dep,Bundesrat_Position,legislatur,Legislaturjahr,gesch_nr,entwurf_nr,curiavista-de,curiavista-fr,pa-iv,bv-pos,Nationalrat_Position,nrja,nrnein,Ständerat_Position,srja,srnein,p-evp,p-gps,p-glp,p-pda,p-sd,p-edu,p-fps,p-lega,p-kvp,p-mcg,p-ucsp,p-cvp,p-bdp,p-lps,p-ldu,p-poch,p-rep,p-eco,p-sgv,p-sbv,p-sgb,p-travs,p-sav,p-vsa,p-vpod,p-voev,p-tcs,p-vcs,p-acs,p-sbk,p-ssv,p-gem,p-kdk,p-kkjpd,p-gdk,p-ldk,p-vdk,p-sodk,p-endk,p-fdk,p-edk,p-bpuk,nr-wahl,w-fdp,w-sp,w-svp,w-mitte,w-evp,w-gps,w-glp,w-csp,w-pda,w-sd,w-edu,w-fps,w-lega,w-kvp,w-mcg,w-cvp,w-bdp,w-lps,w-ldu,w-poch,w-rep,w-ubrige,ja-lager,nein-lager,keinepar-summe,leer-summe,freigabe-summe,unbekannt-summe,neutral-summe,inserate-jaanteil,stand,Vote_Result,berecht,stimmen,Turnout_Percentage,leer,ungultig,gultig,Yes_Votes,No_Votes,Yes_Percentage,zh-stimmen,Zürich_Yes,Zürich_No,Zürich_Yes_Percentage,zh-annahme,be-stimmen,Bern_Yes,Bern_No,Bern_Yes_Percentage,be-annahme,lu-stimmen,Luzern_Yes,Luzern_No,Luzern_Yes_Percentage,lu-annahme,ur-stimmen,Uri_Yes,Uri_No,Uri_Yes_Percentage,ur-annahme,sz-stimmen,Schwyz_Yes,Schwyz_No,Schwyz_Yes_Percentage,sz-annahme,ow-stimmen,Obwalden_Yes,Obwalden_No,Obwalden_Yes_Percentage,ow-annahme,nw-stimmen,Nidwalden_Yes,Nidwalden_No,Nidwalden_Yes_Percentage,nw-annahme,gl-stimmen,Glarus_Yes,Glarus_No,Glarus_Yes_Percentage,gl-annahme,zg-stimmen,Zug_Yes,Zug_No,Zug_Yes_Percentage,zg-annahme,fr-stimmen,Freiburg_Yes,Freiburg_No,Freiburg_Yes_Percentage,fr-annahme,so-stimmen,Solothurn_Yes,Solothurn_No,Solothurn_Yes_Percentage,so-annahme,bs-stimmen,Basel-Stadt_Yes,Basel-Stadt_No,Basel-Stadt_Yes_Percentage,bs-annahme,bl-stimmen,Basel-Land_Yes,Basel-Land_No,Basel-Land_Yes_Percentage,bl-annahme,sh-stimmen,Schaffhausen_Yes,Schaffhausen_No,Schaffhausen_Yes_Percentage,sh-annahme,ar-stimmen,Appenzell Ausserrhoden_Yes,Appenzell Ausserrhoden_No,Appenzell Ausserrhoden_Yes_Percentage,ar-annahme,ai-stimmen,Appenzell Innerrhoden_Yes,Appenzell Innerrhoden_No,Appenzell Innerrhoden_Yes_Percentage,ai-annahme,sg-stimmen,St. Gallen_Yes,St. Gallen_No,St. Gallen_Yes_Percentage,sg-annahme,gr-stimmen,Graubünden_Yes,Graubünden_No,Graubünden_Yes_Percentage,gr-annahme,ag-stimmen,Aargau_Yes,Aargau_No,Aargau_Yes_Percentage,ag-annahme,tg-stimmen,Thurgau_Yes,Thurgau_No,Thurgau_Yes_Percentage,tg-annahme,ti-stimmen,Tessin_Yes,Tessin_No,Tessin_Yes_Percentage,ti-annahme,vd-stimmen,Waadt_Yes,Waadt_No,Waadt_Yes_Percentage,vd-annahme,vs-stimmen,Wallis_Yes,Wallis_No,Wallis_Yes_Percentage,vs-annahme,ne-stimmen,Neuenburg_Yes,Neuenburg_No,Neuenburg_Yes_Percentage,ne-annahme,ge-stimmen,Genf_Yes,Genf_No,Genf_Yes_Percentage,ge-annahme,ju-stimmen,Jura_Yes,Jura_No,Jura_Yes_Percentage,ju-annahme,bkresults-de,bkresults-fr,bfsdash-de,bfsdash-fr,bfsdash-en,bfsmap-de,bfsmap-fr,bfsmap-en,nach_cockpit_d,nach_cockpit_f,nach_cockpit_e
285.0,28.05.1978,Bundesgesetz über den Schutz der Schwangerschaft und die Strafbarkeit des Schwangerschaftsabbruchs,.,https://swissvotes.ch/vote/285.00,5,10,10.3,10.33,1,1.6,1.65,.,.,.,3,1,40,1975-1979,11958,,https://www.parlament.ch/afs/data/d/gesch/1974/d_gesch_19740958_620.htm,https://www.parlament.ch/afs/data/f/gesch/1974/f_gesch_19740958_620.htm,0,1,1,101,41,1,19,13,1,.,9999,2,5,.,9999,9999,9999,9999,.,1,9999,2,2,2,2,.,.,.,2,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1975,22.21,24.87,9.94,.,1.97,0.06,.,0.15,2.37,2.47,0.35,.,.,.,.,21.09,.,2.45,6.07,0.99,2.96,2.00,23.05,61.92,0.00,0.00,12.42,2.56,.,.,3,0,3835650,1874512,48.87,79717,2543,1792252.0,559103.0,1233149.0,31.2,348616,98001,234207,29.50,0,318357,99292,203596,32.78,0,103231,29236,69943,29.48,0,12064,4396,7172,38.00,0,29162,7545,20668,26.74,0,9390,2620,6297,29.38,0,10273,2975,6952,29.97,0,13827,4580,8598,34.75,0,25232,9375,14941,38.55,0,48824,18151,28526,38.89,0,74106,24496,47601,33.98,0,59320,17922,38621,31.70,0,65752,22112,40615,35.25,0,31734,9625,19549,32.99,0,16726,5560,10499,34.62,0,4179,1045,3017,25.73,0,113210,40381,68910,36.95,0,44999,15015,28088,34.84,0,133426,46084,81763,36.05,0,61501,22398,35954,38.38,0,59925,20497,36639,35.87,0,122041,26479,89748,22.78,0,54397,9445,43291,17.91,0,43850,8440,33496,20.13,0,70369,13432,54458,19.78,0,.,.,.,.,.,https://www.bk.admin.ch/ch/d/pore/va/19780528/det285.html,https://www.bk.admin.ch/ch/f/pore/va/19780528/det285.html,.,.,.,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2434_de.html,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2434_fr.html,.,.,.,.
286.0,28.05.1978,Bundesgesetz über die Förderung der Hochschulen und die Forschung (HFFG),.,https://swissvotes.ch/vote/286.00,5,11,11.3,.,11,11.4,.,.,.,.,2,1,40,1975-1979,76.083,,https://www.parlament.ch/afs/data/d/gesch/1976/d_gesch_19760083_620.htm,https://www.parlament.ch/afs/data/f/gesch/1976/f_gesch_19760083_620.htm,0,1,1,122,11,1,32,0,1,.,9999,1,2,.,9999,9999,9999,9999,.,1,9999,1,1,1,2,1,2,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1975,22.21,24.87,9.94,.,1.97,0.06,.,0.15,2.37,2.47,0.35,.,.,.,.,21.09,.,2.45,6.07,0.99,2.96,2.00,91.96,5.44,0.00,0.00,0.00,2.56,.,.,3,0,3835650,1875881,48.91,44837,1566,1829478.0,792458.0,1037020.0,43.32,348989,161443,178948,47.43,0,318363,116182,194742,37.37,0,103253,39418,61799,38.94,0,12112,3837,8052,32.27,0,29166,9086,19519,31.76,0,9404,3182,5963,34.79,0,10275,3382,6686,33.59,0,13864,3961,9527,29.37,0,25238,11272,13527,45.45,0,48821,20840,26927,43.63,0,74106,30912,42066,42.36,0,59272,33467,24155,58.08,1,65932,30907,33537,47.96,0,31911,14841,15642,48.69,0,16806,4573,11956,27.67,0,4191,1234,2885,29.96,0,113447,36792,74690,33.00,0,45063,16866,27153,38.32,0,133393,49785,80306,38.27,0,61648,19911,40040,33.21,0,59925,33846,24312,58.20,1,122079,54800,62756,46.62,0,54336,23120,29427,44.00,0,43914,21952,20850,51.29,1,70369,46848,21552,68.49,1,.,.,.,.,.,https://www.bk.admin.ch/ch/d/pore/va/19780528/det286.html,https://www.bk.admin.ch/ch/f/pore/va/19780528/det286.html,.,.,.,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2436_de.html,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2436_fr.html,.,.,.,.
287.0,28.05.1978,Volksinitiative «für 12 motorfahrzeugfreie Sonntage pro Jahr»,Burgdorfer Initiative,https://swissvotes.ch/vote/287.00,5,8,8.2,.,9,9.3,9.31,.,.,.,3,2,40,1975-1979,77.046,,https://www.parlament.ch/afs/data/d/gesch/1977/d_gesch_19770046_620.htm,https://www.parlament.ch/afs/data/f/gesch/1977/f_gesch_19770046_620.htm,0,2,2,14,121,2,1,30,1,.,9999,2,1,.,9999,9999,9999,9999,.,2,9999,2,1,1,2,.,2,.,5,5,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1975,22.21,24.87,9.94,.,1.97,0.06,.,0.15,2.37,2.47,0.35,.,.,.,.,21.09,.,2.45,6.07,0.99,2.96,2.00,11.50,61.02,0.00,0.00,24.87,2.56,.,.,0,0,3835650,1884357,49.13,13624,1367,1869366.0,678162.0,1191204.0,36.28,353568,143711,207239,40.95,0,318343,127709,188478,40.39,0,103268,32189,70256,31.42,0,12184,3572,8494,29.60,0,29168,8575,20403,29.59,0,9401,2359,6955,25.33,0,10269,2806,7396,27.50,0,13865,5217,8517,37.99,0,25400,8803,16448,34.86,0,48885,14789,33743,30.47,0,74106,27903,45646,37.94,0,59608,23220,35969,39.23,0,66037,23738,41901,36.16,0,31973,10633,20716,33.92,0,16929,7449,9382,44.26,0,4202,1291,2876,30.98,0,114321,43480,70089,38.29,0,45830,16200,29184,35.70,0,134579,48396,85289,36.20,0,61769,21873,39366,35.72,0,59925,21409,37874,36.11,0,122058,36311,84852,29.97,0,54396,12002,41626,22.38,0,43902,13809,29701,31.74,0,70369,20716,48804,29.80,0,.,.,.,.,.,https://www.bk.admin.ch/ch/d/pore/va/19780528/det287.html,https://www.bk.admin.ch/ch/f/pore/va/19780528/det287.html,.,.,.,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2438_de.html,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2438_fr.html,.,.,.,.
288.0,24.09.1978,Bundesbeschluss über die Gründung des Kantons Jura,.,https://swissvotes.ch/vote/288.00,1,1,1.5,1.51,.,.,.,.,.,.,3,1,40,1975-1979,77.082,,https://www.parlament.ch/afs/data/d/gesch/1977/d_gesch_19770082_620.htm,https://www.parlament.ch/afs/data/f/gesch/1977/f_gesch_19770082_620.htm,0,1,1,135,8,1,37,0,1,.,9999,1,2,.,9999,9999,9999,9999,.,1,9999,1,1,1,5,.,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1975,22.21,24.87,9.94,.,1.97,0.06,.,0.15,2.37,2.47,0.35,.,.,.,.,21.09,.,2.45,6.07,0.99,2.96,2.00,91.96,2.47,0.00,0.00,2.96,2.56,.,.,1,1,3848961,1618463,42.05,24377,2372,1591714.0,1309841.0,281873.0,82.29,330182,267680,57112,82.42,1,276103,187581,82050,69.57,1,74586,65451,8501,88.50,1,9650,8023,1367,85.44,1,23399,19897,3279,85.85,1,5723,5038,603,89.31,1,7560,6446,1005,86.51,1,8109,6488,1557,80.65,1,22400,19270,2863,87.06,1,43261,38648,4228,90.14,1,63895,49930,12378,80.13,1,50299,42697,6976,85.96,1,61064,50942,9025,84.95,1,30473,22951,6024,79.21,1,13190,9442,3480,73.07,1,2952,2551,380,87.04,1,91129,74632,15300,82.99,1,35511,28811,5941,82.90,1,100312,79475,19566,80.24,1,51606,41059,9546,81.14,1,54109,50956,2651,95.05,1,107995,94660,12174,88.60,1,45358,41254,3643,91.89,1,42053,35098,6343,84.69,1,67539,60861,5876,91.20,1,.,.,.,.,.,https://www.bk.admin.ch/ch/d/pore/va/19780924/det288.html,https://www.bk.admin.ch/ch/f/pore/va/19780924/det288.html,.,.,.,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2442_de.html,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2442_fr.html,.,.,.,.
289.0,03.12.1978,Milchwirtschaftsbeschluss 1977 (MWB 1977),.,https://swissvotes.ch/vote/289.00,4,5,5.2,.,.,.,.,.,.,.,6,1,40,1975-1979,76.101,,https://www.parlament.ch/afs/data/d/gesch/1976/d_gesch_19760101_620.htm,https://www.parlament.ch/afs/data/f/gesch/1976/f_gesch_19760101_620.htm,0,1,1,131,6,1,33,0,1,.,9999,2,5,.,9999,9999,9999,9999,.,1,9999,1,2,2,1,.,1,1,5,1,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1975,22.21,24.87,9.94,.,1.97,0.06,.,0.15,2.37,2.47,0.35,.,.,.,.,21.09,.,2.45,6.07,0.99,2.96,2.00,60.61,34.31,0.00,0.00,2.47,2.56,.,.,3,1,3857162,1664404,43.15,66812,2601,1594991.0,1092586.0,502405.0,68.5,312043,213401,84314,71.68,1,283323,188737,84808,69.00,1,80930,61277,17515,77.77,1,10768,7578,2727,73.54,1,23044,16334,6150,72.65,1,7062,5488,1385,79.85,1,8119,5777,2129,73.07,1,9008,7125,1710,80.65,1,20139,15115,4482,77.13,1,43708,27269,14899,64.67,1,62063,39073,21039,65.00,1,60223,40154,17032,70.22,1,58661,39794,16603,70.56,1,31993,21468,7737,73.51,1,13302,9733,3258,74.92,1,3467,2908,511,85.05,1,92921,65711,24793,72.61,1,40193,29758,9007,76.77,1,109573,72704,32669,69.00,1,51798,35831,13967,71.95,1,59053,38243,17485,68.62,1,117297,61144,49280,55.37,1,61999,32986,26445,55.50,1,38148,20327,15886,56.13,1,65569,34651,26574,56.60,1,.,.,.,.,.,https://www.bk.admin.ch/ch/d/pore/va/19781203/det289.html,https://www.bk.admin.ch/ch/f/pore/va/19781203/det289.html,.,.,.,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2446_de.html,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2446_fr.html,.,.,.,.
290.0,03.12.1978,Tierschutzgesetz (TschG),.,https://swissvotes.ch/vote/290.00,4,5,5.2,.,9,9.3,9.38,.,.,.,6,1,40,1975-1979,77.011,,https://www.parlament.ch/afs/data/d/gesch/1977/d_gesch_19770011_620.htm,https://www.parlament.ch/afs/data/f/gesch/1977/f_gesch_19770011_620.htm,0,1,1,157,1,1,34,0,1,.,9999,1,1,.,9999,9999,9999,9999,.,1,9999,1,1,2,1,.,.,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1975,22.21,24.87,9.94,.,1.97,0.06,.,0.15,2.37,2.47,0.35,.,.,.,.,21.09,.,2.45,6.07,0.99,2.96,2.00,96.40,0.99,0.00,0.00,0.00,2.56,.,.,3,1,3857162,1668916,43.27,27717,1902,1639297.0,1339252.0,300045.0,81.7,314576,266863,42118,86.37,1,283324,235625,44405,84.14,1,80937,64056,15762,80.25,1,10789,8223,2258,78.46,1,23049,15917,6781,70.13,1,7068,5366,1566,77.41,1,8131,6145,1894,76.44,1,9011,7663,1244,86.03,1,20165,16561,3352,83.17,1,43730,33227,9857,77.12,1,62063,48582,12250,79.86,1,60554,51248,8285,86.08,1,58824,49841,8304,85.72,1,31983,23975,6196,79.46,1,13383,11288,1968,85.15,1,3470,2797,638,81.43,1,93593,77093,15458,83.30,1,40278,33489,6058,84.68,1,109939,87971,20280,81.27,1,51854,41851,9009,82.29,1,59053,43857,13696,76.20,1,117298,90696,24231,78.92,1,61999,41486,18688,68.94,1,38146,29574,7907,78.90,1,65699,45858,17840,71.99,1,.,.,.,.,.,https://www.bk.admin.ch/ch/d/pore/va/19781203/det290.html,https://www.bk.admin.ch/ch/f/pore/va/19781203/det290.html,.,.,.,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2448_de.html,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2448_fr.html,.,.,.,.
291.0,03.12.1978,Bundesgesetz über die Erfüllung sicherheitspolizeilicher Aufgaben des Bundes,.,https://swissvotes.ch/vote/291.00,4,3,3.1,3.12,3,3.1,3.13,.,.,.,3,1,40,1975-1979,77.047,,https://www.parlament.ch/afs/data/d/gesch/1977/d_gesch_19770047_620.htm,https://www.parlament.ch/afs/data/f/gesch/1977/f_gesch_19770047_620.htm,0,1,1,135,20,1,37,2,1,.,9999,2,1,.,9999,9999,9999,9999,.,1,9999,1,2,2,1,.,1,.,5,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1975,22.21,24.87,9.94,.,1.97,0.06,.,0.15,2.37,2.47,0.35,.,.,.,.,21.09,.,2.45,6.07,0.99,2.96,2.00,63.09,34.31,0.00,0.00,0.00,2.56,.,.,3,0,3857162,1669239,43.28,23294,1914,1644031.0,723719.0,920312.0,44.02,314744,157333,153064,50.69,1,283340,128701,151274,45.97,0,80942,38440,41393,48.15,0,10841,4597,5951,43.58,0,23044,9051,13664,39.85,0,7072,3115,3819,44.92,0,8152,3389,4647,42.17,0,9010,4002,4881,45.05,0,20177,9865,10074,49.48,0,43724,16760,26396,38.84,0,62063,26830,34001,44.11,0,60669,22487,37406,37.55,0,58917,21456,36849,36.80,0,31976,14326,16001,47.24,0,13343,7035,6101,53.56,1,3486,1840,1590,53.64,1,93387,49412,42847,53.56,1,40152,20963,18320,53.36,1,110000,53150,55272,49.02,0,52152,26573,24459,52.07,1,59053,29358,28659,50.60,1,117432,23895,92261,20.57,0,62006,20402,39958,33.80,0,38113,11766,25909,31.23,0,65750,19176,45619,29.59,0,.,.,.,.,.,https://www.bk.admin.ch/ch/d/pore/va/19781203/det291.html,https://www.bk.admin.ch/ch/f/pore/va/19781203/det291.html,.,.,.,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2449_de.html,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2449_fr.html,.,.,.,.
292.0,03.12.1978,Bundesgesetz über die Berufsbildung (BBG),.,https://swissvotes.ch/vote/292.00,4,11,11.5,.,.,.,.,.,.,.,6,1,40,1975-1979,77.005,,https://www.parlament.ch/afs/data/d/gesch/1977/d_gesch_19770005_620.htm,https://www.parlament.ch/afs/data/f/gesch/1977/f_gesch_19770005_620.htm,0,1,1,122,9,1,24,1,1,.,9999,2,1,.,9999,9999,9999,9999,.,1,9999,1,1,2,1,1,1,.,2,2,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1975,22.21,24.87,9.94,.,1.97,0.06,.,0.15,2.37,2.47,0.35,.,.,.,.,21.09,.,2.45,6.07,0.99,2.96,2.00,69.16,28.24,0.00,0.00,0.00,2.56,.,.,3,1,3857162,1664912,43.16,52261,2360,1610125.0,902379.0,707746.0,56.04,312824,186597,115854,61.69,1,283355,143340,132200,52.02,1,80937,48209,30709,61.09,1,10752,4775,5567,46.17,0,23041,11048,11467,49.07,0,7067,3773,3047,55.32,1,8129,4300,3631,54.22,1,9006,4845,3972,54.95,1,20112,12357,7240,63.06,1,43702,22304,19983,52.74,1,62063,33227,27228,54.96,1,60360,36122,21992,62.16,1,58792,34005,23036,59.62,1,31907,17970,11571,60.83,1,13308,7962,5025,61.31,1,3464,2072,1324,61.01,1,93105,56424,34594,61.99,1,39670,23728,14588,61.93,1,109461,60354,45904,56.80,1,51801,31135,18803,62.35,1,59053,28087,28734,49.43,0,117370,49106,63158,43.74,0,62001,31762,27955,53.19,1,38145,15836,20948,43.05,0,65507,33041,29236,53.05,1,.,.,.,.,.,https://www.bk.admin.ch/ch/d/pore/va/19781203/det292.html,https://www.bk.admin.ch/ch/f/pore/va/19781203/det292.html,.,.,.,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2452_de.html,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2452_fr.html,.,.,.,.
293.0,18.02.1979,Bundesbeschluss über das Stimm- und Wahlrecht für 18jährige,.,https://swissvotes.ch/vote/293.00,4,1,1.4,1.43,10,10.3,10.35,1,1.6,1.62,.,3,40,1975-1979,75.223,,https://www.parlament.ch/afs/data/d/gesch/1975/d_gesch_19750223_620.htm,https://www.parlament.ch/afs/data/f/gesch/1975/f_gesch_19750223_620.htm,1,1,1,83,24,1,16,10,1,.,9999,1,2,.,9999,9999,9999,9999,.,1,9999,5,1,1,2,.,.,.,1,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1975,22.21,24.87,9.94,.,1.97,0.06,.,0.15,2.37,2.47,0.35,.,.,.,.,21.09,.,2.45,6.07,0.99,2.96,2.00,89.51,5.44,0.00,0.00,2.45,2.56,.,.,0,0,3867603,1917722,49.58,17641,1259,1898822.0,934073.0,964749.0,49.19,376407,183483,188981,49.26,0,294314,134039,158025,45.89,0,97068,45865,50433,47.63,0,12202,5240,6789,43.56,0,27104,16856,10020,62.72,1,8221,3718,4397,45.82,0,10001,3934,5972,39.71,0,11858,6041,5721,51.36,1,25521,14228,11092,56.19,1,46261,21791,24133,47.45,0,76716,35304,40677,46.46,0,68202,39096,28421,57.91,1,73267,40297,32410,55.42,1,32968,13322,18757,41.53,0,15858,5587,10117,35.58,0,3785,1179,2574,31.41,0,111771,48194,62716,43.45,0,46560,20167,25808,43.87,0,137808,59222,77284,43.38,0,59722,26093,32975,44.17,0,68699,34780,33089,51.25,1,127157,71151,54748,56.51,1,50705,22525,27525,45.00,0,43551,25936,17137,60.21,1,75929,44199,30864,58.88,1,16064,11824,4083,74.33,1,https://www.bk.admin.ch/ch/d/pore/va/19790218/det293.html,https://www.bk.admin.ch/ch/f/pore/va/19790218/det293.html,.,.,.,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2456_de.html,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2456_fr.html,.,.,.,.
294.0,18.02.1979,Bundesbeschluss über die Volksinitiative «zur Förderung der Fuss- und Wanderwege» (Gegenentwurf),.,https://swissvotes.ch/vote/294.00,4,8,.,.,9,9.3,9.37,4,4.4,.,2,1,40,1975-1979,77.013,,https://www.parlament.ch/afs/data/d/gesch/1977/d_gesch_19770013_620.htm,https://www.parlament.ch/afs/data/f/gesch/1977/f_gesch_19770013_620.htm,0,1,1,129,8,1,21,9,1,.,9999,1,1,.,9999,9999,9999,9999,.,1,9999,2,1,1,1,.,.,.,1,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1975,22.21,24.87,9.94,.,1.97,0.06,.,0.15,2.37,2.47,0.35,.,.,.,.,21.09,.,2.45,6.07,0.99,2.96,2.00,94.95,2.45,0.00,0.00,0.00,2.56,.,.,1,1,3867603,1916529,49.55,23651,1463,1891415.0,1467357.0,424058.0,77.58,375705,321430,49995,86.54,1,294315,239938,51674,82.28,1,97067,70275,25753,73.18,1,12115,9001,2908,75.58,1,27103,16022,10829,59.67,1,8220,5716,2362,70.76,1,9990,7078,2802,71.64,1,11852,9262,2487,78.83,1,25503,20254,5024,80.13,1,46247,30888,14735,67.70,1,76716,61079,14953,80.33,1,68180,61253,6165,90.86,1,73221,62454,10085,86.10,1,32860,23883,7793,75.40,1,15832,11359,4323,72.43,1,3792,2430,1333,64.58,1,111699,85330,25482,77.00,1,46482,33253,12547,72.60,1,137783,107719,28621,79.01,1,59713,46143,12764,78.33,1,68699,52451,14807,77.98,1,127156,71225,52800,57.43,1,50708,22883,26943,45.93,0,43531,26073,16742,60.90,1,75975,57130,17164,76.90,1,16064,12827,2967,81.21,1,https://www.bk.admin.ch/ch/d/pore/va/19790218/det294.html,https://www.bk.admin.ch/ch/f/pore/va/19790218/det294.html,.,.,.,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2458_de.html,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2458_fr.html,.,.,.,.
295.0,18.02.1979,Volksinitiative «gegen Suchtmittelreklame»,.,https://swissvotes.ch/vote/295.00,4,10,10.1,10.14,.,.,.,.,.,.,2,2,40,1975-1979,78.018,,https://www.parlament.ch/afs/data/d/gesch/1978/d_gesch_19780018_620.htm,https://www.parlament.ch/afs/data/f/gesch/1978/f_gesch_19780018_620.htm,0,2,2,49,89,2,4,29,1,.,9999,1,1,.,9999,9999,9999,9999,.,2,9999,2,1,1,2,.,2,2,5,5,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1975,22.21,24.87,9.94,.,1.97,0.06,.,0.15,2.37,2.47,0.35,.,.,.,.,21.09,.,2.45,6.07,0.99,2.96,2.00,38.75,58.65,0.00,0.00,0.00,2.56,.,.,0,0,3867603,1916545,49.55,26247,1697,1888601.0,773485.0,1115116.0,40.96,375868,160520,210260,43.29,0,294311,125847,165005,43.27,0,97064,36922,58930,38.52,0,12141,5329,6565,44.80,0,27103,8766,18019,32.73,0,8218,3643,4452,45.00,0,9988,3620,6257,36.65,0,11849,3933,7783,33.57,0,25482,9892,15363,39.17,0,46259,17880,27704,39.22,0,76716,29338,46527,38.67,0,68169,33877,33233,50.48,1,73212,31648,40789,43.69,0,32912,12435,19387,39.08,0,15786,6624,8987,42.43,0,3785,1367,2378,36.50,0,111613,49448,61016,44.76,0,46425,21362,24235,46.85,0,137768,54824,81212,40.30,0,59700,21966,36836,37.36,0,68699,27174,39808,40.57,0,127169,40881,84060,32.72,0,50711,12848,36969,25.79,0,43531,15361,27323,35.99,0,76001,32006,42343,43.05,0,16064,5973,9675,38.17,0,https://www.bk.admin.ch/ch/d/pore/va/19790218/det295.html,https://www.bk.admin.ch/ch/f/pore/va/19790218/det295.html,.,.,.,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2460_de.html,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2460_fr.html,.,.,.,.
296.0,18.02.1979,Volksinitiative «zur Wahrung der Volksrechte und der Sicherheit beim Bau und Betrieb von Atomanlagen»,Atomschutz-Initiative,https://swissvotes.ch/vote/296.00,4,7,7.2,.,9,9.3,9.31,1,1.4,1.42,7,2,40,1975-1979,77.054,,https://www.parlament.ch/afs/data/d/gesch/1977/d_gesch_19770054_620.htm,https://www.parlament.ch/afs/data/f/gesch/1977/f_gesch_19770054_620.htm,0,2,2,31,110,2,2,33,1,.,9999,1,1,.,9999,9999,9999,9999,.,2,9999,2,1,1,2,2,2,2,5,5,2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1975,22.21,24.87,9.94,.,1.97,0.06,.,0.15,2.37,2.47,0.35,.,.,.,.,21.09,.,2.45,6.07,0.99,2.96,2.00,38.75,58.65,0.00,0.00,0.00,2.56,.,.,0,0,3867603,1917562,49.58,29400,1755,1886407.0,920480.0,965927.0,48.8,376230,167574,202819,45.24,0,294313,126823,163214,43.73,0,97064,44888,50717,46.95,0,12188,6101,5824,51.16,1,27102,12377,14401,46.22,0,8218,4014,4042,49.83,0,9978,4535,5287,46.17,0,11858,5318,6395,45.40,0,25520,11831,13340,47.00,0,46263,24244,21269,53.27,1,76716,32736,42944,43.26,0,68186,46397,20806,69.04,1,73210,44651,27489,61.89,1,33054,14368,17293,45.38,0,15804,6372,9092,41.21,0,3786,1515,2203,40.75,0,111705,51307,58755,46.62,0,46651,24981,20831,54.53,1,137873,48131,87727,35.43,0,59601,23029,35241,39.52,0,68699,36006,31069,53.68,1,127167,73029,52076,58.37,1,50704,21644,28109,43.50,0,43483,27622,15172,64.55,1,76044,50502,24410,67.42,1,16064,10405,5401,65.83,1,https://www.bk.admin.ch/ch/d/pore/va/19790218/det296.html,https://www.bk.admin.ch/ch/f/pore/va/19790218/det296.html,.,.,.,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2462_de.html,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2462_fr.html,.,.,.,.
